oui,manufacturer,registry,short_name,device_type,address,sources
F4:D5:8A,"Palo Alto Networks",MA-L,,,"",Nmap
F4:D6:20,"Guangdong Oppo Mobile Telecommunications",MA-L,,,"",Nmap
F4:D9:C6,"Union MAN Technology",MA-L,,,"",Nmap
F4:DB:E3,"Apple",MA-L,,,"",Nmap
F4:DB:E6,"Cisco Systems",MA-L,,,"",Nmap
F4:DD:06,"Samsung Electronics",MA-L,,,"",Nmap
F4:DE:AF,"Huawei Technologies",MA-L,,,"",Nmap
F4:E2:C6,"Ubiquiti",MA-L,,,"",Nmap
F4:E4:51,"Huawei Technologies",MA-L,,,"",Nmap
F4:E4:D7,"Fujian Star-NET Communication",MA-L,,,"",Nmap
F4:E5:78,"LLC Proizvodstvennaya Kompania TransService",MA-L,,,"",Nmap
F4:E5:F2,"Huawei Technologies",MA-L,,,"",Nmap
F4:E8:4F,"zte",MA-L,,,"",Nmap
F4:E8:C7,"Apple",MA-L,,,"",Nmap
F4:E9:75,"New H3C Technologies",MA-L,,,"",Nmap
F4:EB:9F,"Ellu Company 2019 SL",MA-L,,,"",Nmap
F4:ED:37,"Qingdao Yuze lntelligent Technology",MA-L,,,"",Nmap
F4:EE:08,"Dell",MA-L,,,"",Nmap
F4:EE:31,"Cisco Systems",MA-L,,,"",Nmap
F4:F1:9E,"Wistron InforComm (Zhongshan)",MA-L,,,"",Nmap
F4:F2:8A,"Huawei Technologies",MA-L,,,"",Nmap
F4:F3:09,"Samsung Electronics",MA-L,,,"",Nmap
F4:F6:47,"zte",MA-L,,,"",Nmap
F4:F7:0C,"Avang - neterbit",MA-L,,,"",Nmap
F4:FB:B8,"Huawei Technologies",MA-L,,,"",Nmap
F4:FB:F5,"EM Microelectronic",MA-L,,,"",Nmap
F4:FE:3E,"Apple",MA-L,,,"",Nmap
F4:FE:FB,"Samsung Electronics",MA-L,,,"",Nmap
F8:00:9D,"Intracom Defense",MA-L,,,"",Nmap
F8:00:A1,"Huawei Technologies",MA-L,,,"",Nmap
F8:01:B4,"LG Electronics",MA-L,,,"",Nmap
F8:05:84,"EM Microelectronic",MA-L,,,"",Nmap
F8:07:5D,"Huawei Device",MA-L,,,"",Nmap
F8:08:4F,"Sagemcom Broadband SAS",MA-L,,,"",Nmap
F8:09:A4,"Henan Thinker Rail Transportation Research",MA-L,,,"",Nmap
F8:0C:58,"Taicang T&W Electronics",MA-L,,,"",Nmap
F8:0D:A9,"Zyxel Communications",MA-L,,,"",Nmap
F8:0D:AC,"HP",MA-L,,,"",Nmap
F8:0D:F0,"zte",MA-L,,,"",Nmap
F8:0D:F1,"Sontex SA",MA-L,,,"",Nmap
F8:0F:6F,"Cisco Systems",MA-L,,,"",Nmap
F8:0F:F9,"Google",MA-L,,,"",Nmap
F8:10:93,"Apple",MA-L,,,"",Nmap
F8:10:A0,"Xtreme Testek",MA-L,,,"",Nmap
F8:13:08,"Nokia",MA-L,,,"",Nmap
F8:14:DD,"Cisco Systems",MA-L,,,"",Nmap
F8:14:FE,"Union MAN Technology",MA-L,,,"",Nmap
F8:15:E0,"Siemens Canada",MA-L,,,"",Nmap
F8:16:0C,"Shenzhen iComm Semiconductor",MA-L,,,"",Nmap
F8:17:2D,"Tuya Smart",MA-L,,,"",Nmap
F8:1A:2B,"Google",MA-L,,,"",Nmap
F8:1B:04,"Zhong Shan City Richsound Electronic Industrial",MA-L,,,"",Nmap
F8:1E:6F,"EBG compleo GmbH",MA-L,,,"",Nmap
F8:1F:32,"Motorola Mobility, a Lenovo Company",MA-L,,,"",Nmap
F8:20:A9,"Huawei Device",MA-L,,,"",Nmap
F8:20:D2,"Vantiva USA",MA-L,,,"",Nmap
F8:21:11,"HMD Global Oy",MA-L,,,"",Nmap
F8:22:29,"Nokia Shanghai Bell",MA-L,,,"",Nmap
F8:23:87,"Shenzhen Horn Audio",MA-L,,,"",Nmap
F8:24:DB,"EntryPoint Networks",MA-L,,,"",Nmap
F8:24:E4,"Beyonics Technology Electronic (Changshu)",MA-L,,,"",Nmap
F8:25:51,"Seiko Epson",MA-L,,,"",Nmap
F8:28:C9,"Huawei Technologies",MA-L,,,"",Nmap
F8:29:C0,"Availink",MA-L,,,"",Nmap
F8:2B:7F,"Huawei Device",MA-L,,,"",Nmap
F8:2D:7C,"Apple",MA-L,,,"",Nmap
F8:2E:0C,"Texas Instruments",MA-L,,,"",Nmap
F8:2E:3F,"Huawei Technologies",MA-L,,,"",Nmap
F8:2E:8E,"Nanjing Kechen Electric",MA-L,,,"",Nmap
F8:2F:65,"Huawei Device",MA-L,,,"",Nmap
F8:2F:6A,"Itel Mobile Limited",MA-L,,,"",Nmap
F8:30:02,"Texas Instruments",MA-L,,,"",Nmap
F8:33:31,"Texas Instruments",MA-L,,,"",Nmap
F8:34:51,"Comcast-SRL",MA-L,,,"",Nmap
F8:34:5A,"Hitron Technologies.",MA-L,,,"",Nmap
F8:38:69,"LG Electronics",MA-L,,,"",Nmap
F8:38:8D,"New H3C Technologies",MA-L,,,"",Nmap
F8:39:18,"Cisco Systems",MA-L,,,"",Nmap
F8:3B:1D,"Vantiva USA",MA-L,,,"",Nmap
F8:3B:7E,"Huawei Device",MA-L,,,"",Nmap
F8:3C:44,"Shenzhen Transchan Technology Limited",MA-L,,,"",Nmap
F8:3C:80,"Mitsumi Electric",MA-L,,,"",Nmap
F8:3C:BF,"Botato Electronics SDN BHD",MA-L,,,"",Nmap
F8:3D:C6,"AzureWave Technology",MA-L,,,"",Nmap
F8:3E:95,"Huawei Technologies",MA-L,,,"",Nmap
F8:42:88,"Apple",MA-L,,,"",Nmap
F8:44:77,"Silicon Laboratories",MA-L,,,"",Nmap
F8:45:C4,"Shenzhen Netforward Micro-Electronic",MA-L,,,"",Nmap
F8:48:FD,"China Mobile Group Device",MA-L,,,"",Nmap
F8:4C:DA,"Huawei Technologies",MA-L,,,"",Nmap
F8:4D:33,"Fiberhome Telecommunication Technologies",MA-L,,,"",Nmap
F8:4D:89,"Apple",MA-L,,,"",Nmap
F8:4D:8B,"ecamtek",MA-L,,,"",Nmap
F8:4D:FC,"Hangzhou Hikvision Digital Technology",MA-L,,,"",Nmap
F8:4E:17,"Sony",MA-L,,,"",Nmap
F8:4E:58,"Samsung Electronics",MA-L,,,"",Nmap
F8:4E:73,"Apple",MA-L,,,"",Nmap
F8:4F:AD,"Hui Zhou Gaoshengda Technology",MA-L,,,"",Nmap
F8:50:1C,"Tianjin Geneuo Technology",MA-L,,,"",Nmap
F8:51:28,"SimpliSafe",MA-L,,,"",Nmap
F8:53:29,"Huawei Technologies",MA-L,,,"",Nmap
F8:54:B8,"Amazon Technologies",MA-L,,,"",Nmap
F8:54:F6,"AzureWave Technology",MA-L,,,"",Nmap
F8:55:48,"Texas Instruments",MA-L,,,"",Nmap
F8:55:CD,"Visteon",MA-L,,,"",Nmap
F8:56:C3,"zte",MA-L,,,"",Nmap
F8:5B:3B,"Askey Computer",MA-L,,,"",Nmap
F8:5B:6E,"Samsung Electronics",MA-L,,,"",Nmap
F8:5B:9B,"iMercury",MA-L,,,"",Nmap
F8:5C:7D,"Shenzhen Honesty Electronics",MA-L,,,"",Nmap
F8:5C:7E,"Shenzhen Honesty Electronics",MA-L,,,"",Nmap
F8:5E:0B,"Realme Chongqing Mobile Telecommunications",MA-L,,,"",Nmap
F8:5E:42,"Vantiva USA",MA-L,,,"",Nmap
F8:5E:A0,"Intel Corporate",MA-L,,,"",Nmap
F8:60:F0,"Hewlett Packard Enterprise",MA-L,,,"",Nmap
F8:63:D9,"Commscope",MA-L,,,"",Nmap
F8:64:B8,"zte",MA-L,,,"",Nmap
F8:66:5A,"Apple",MA-L,,,"",Nmap
F8:66:91,"Sichuan Tianyi Comheart Telecom",MA-L,,,"",Nmap
F8:6B:14,"Barrot Technology",MA-L,,,"",Nmap
F8:6B:D9,"Cisco Systems",MA-L,,,"",Nmap
F8:6B:FA,"Infinix mobility limited",MA-L,,,"",Nmap
F8:6C:03,"Shenzhen Teleone Technology",MA-L,,,"",Nmap
F8:6D:73,"Zengge, Limited",MA-L,,,"",Nmap
F8:6D:CC,"Wistron Neweb",MA-L,,,"",Nmap
F8:6F:B0,"TP-Link Technologies",MA-L,,,"",Nmap
F8:6F:DE,"Shenzhen Goodix Technology",MA-L,,,"",Nmap
F8:71:0C,"Xiaomi Communications",MA-L,,,"",Nmap
F8:71:A6,"Apple",MA-L,,,"",Nmap
F8:73:1A,"zte",MA-L,,,"",Nmap
F8:73:DF,"Apple",MA-L,,,"",Nmap
F8:75:A4,"LCFC(Hefei) Electronics Technology",MA-L,,,"",Nmap
F8:79:07,"Huawei Device",MA-L,,,"",Nmap
F8:79:0A,"Commscope",MA-L,,,"",Nmap
F8:79:28,"zte",MA-L,,,"",Nmap
F8:79:99,"Guangdong Jiuzhi Technology",MA-L,,,"",Nmap
F8:7A:39,"Ieee Registration Authority",MA-L,,,"",Nmap
F8:7A:41,"Cisco Systems",MA-L,,,"",Nmap
F8:7B:E0,"Funtime Pickleball",MA-L,,,"",Nmap
F8:7D:3F,"Huawei Device",MA-L,,,"",Nmap
F8:7D:76,"Apple",MA-L,,,"",Nmap
F8:7F:A5,"Greatek",MA-L,,,"",Nmap
F8:82:00,"CaptionCall",MA-L,,,"",Nmap
F8:85:F9,"Calix",MA-L,,,"",Nmap
F8:87:F1,"Apple",MA-L,,,"",Nmap
F8:89:3C,"Inventec Appliances",MA-L,,,"",Nmap
F8:89:D2,"Cloud Network Technology Singapore PTE.",MA-L,,,"",Nmap
F8:8A:5E,"Texas Instruments",MA-L,,,"",Nmap
F8:8C:21,"TP-Link Technologies",MA-L,,,"",Nmap
F8:8E:A1,"Edgecore Networks",MA-L,,,"",Nmap
F8:8F:07,"Samsung Electronics",MA-L,,,"",Nmap
F8:8F:C8,"Chipsea Technologies (Shenzhen)",MA-L,,,"",Nmap
F8:91:6F,"Texas Instruments",MA-L,,,"",Nmap
F8:91:73,"Aedle SAS",MA-L,,,"",Nmap
F8:95:22,"Huawei Technologies",MA-L,,,"",Nmap
F8:96:FE,"LG Innotek",MA-L,,,"",Nmap
F8:97:25,"Opple Lighting",MA-L,,,"",Nmap
F8:97:53,"Huawei Device",MA-L,,,"",Nmap
F8:97:A9,"Ericsson AB",MA-L,,,"",Nmap
F8:97:B0,"Goki",MA-L,,,"",Nmap
F8:9A:25,"Huawei Technologies",MA-L,,,"",Nmap
F8:9A:78,"Huawei Technologies",MA-L,,,"",Nmap
F8:9B:6E,"Nokia Solutions and Networks GmbH & KG",MA-L,,,"",Nmap
F8:9D:9D,"Shenzhen MinewSemi",MA-L,,,"",Nmap
F8:9E:28,"Cisco Meraki",MA-L,,,"",Nmap
F8:9E:94,"Intel Corporate",MA-L,,,"",Nmap
F8:A2:6D,"Canon",MA-L,,,"",Nmap
F8:A2:D6,"Liteon Technology",MA-L,,,"",Nmap
F8:A4:75,"PT Indoreka Jaya Wutama",MA-L,,,"",Nmap
F8:A4:FB,"Nanjing Decowell Automation",MA-L,,,"",Nmap
F8:A7:3A,"Cisco Systems",MA-L,,,"",Nmap
F8:A7:63,"Zhejiang Tmall Technology",MA-L,,,"",Nmap
F8:A9:1F,"Zvision Technologies",MA-L,,,"",Nmap
F8:AA:3F,"DWnet Technologies(Suzhou)",MA-L,,,"",Nmap
F8:AA:B3,"Dessmann (China) Machinery & Electronic",MA-L,,,"",Nmap
F8:AB:82,"Xiaomi Communications",MA-L,,,"",Nmap
F8:AB:E5,"shenzhen worldelite electronics",MA-L,,,"",Nmap
F8:AC:65,"Intel Corporate",MA-L,,,"",Nmap
F8:AC:C1,"InnoXings",MA-L,,,"",Nmap
F8:AD:24,"Realme Chongqing Mobile Telecommunications",MA-L,,,"",Nmap
F8:AD:CB,"HMD Global Oy",MA-L,,,"",Nmap
F8:AE:27,"John Deere Electronic Solutions",MA-L,,,"",Nmap
F8:AF:05,"Huawei Device",MA-L,,,"",Nmap
F8:AF:DB,"Fiberhome Telecommunication Technologies",MA-L,,,"",Nmap
F8:B1:32,"Huawei Technologies",MA-L,,,"",Nmap
F8:B1:DD,"Apple",MA-L,,,"",Nmap
F8:B3:B7,"Espressif",MA-L,,,"",Nmap
F8:B4:6A,"Hewlett Packard",MA-L,,,"",Nmap
F8:B5:4D,"Intel Corporate",MA-L,,,"",Nmap
F8:B7:97,"NEC Platforms",MA-L,,,"",Nmap
F8:B8:B4,"Shenzhen Skyworth Digital  Technology",MA-L,,,"",Nmap
F8:B9:5A,"LG Innotek",MA-L,,,"",Nmap
F8:BA:E6,"Nokia",MA-L,,,"",Nmap
F8:BC:0E,"eero",MA-L,,,"",Nmap
F8:C1:16,"Juniper Networks",MA-L,,,"",Nmap
F8:C3:CC,"Apple",MA-L,,,"",Nmap
F8:C3:F1,"Raytron Photonics",MA-L,,,"",Nmap
F8:C4:AE,"Guangdong Oppo Mobile Telecommunications",MA-L,,,"",Nmap
F8:C4:F3,"Shanghai Infinity Wireless Technologies",MA-L,,,"",Nmap
F8:C4:FA,"Guangdong Oppo Mobile Telecommunications",MA-L,,,"",Nmap
F8:C6:50,"Cisco Systems",MA-L,,,"",Nmap
F8:C9:03,"TP-Link Technologies",MA-L,,,"",Nmap
F8:CA:59,"NetComm Wireless",MA-L,,,"",Nmap
F8:CA:85,"NEC",MA-L,,,"",Nmap
F8:CD:C8,"Sichuan Tianyi Comheart Telecom",MA-L,,,"",Nmap
F8:CE:07,"Zhejiang Dahua Technologyco.",MA-L,,,"",Nmap
F8:CE:21,"TP-Link Technologies",MA-L,,,"",Nmap
F8:CE:72,"Wistron",MA-L,,,"",Nmap
F8:D0:C5,"Sector Alarm Tech S.L.",MA-L,,,"",Nmap
F8:D2:AC,"Vantiva USA",MA-L,,,"",Nmap
F8:D4:78,"Flextronics Tech.(Ind) Pvt",MA-L,,,"",Nmap
F8:D7:58,"Veratron AG",MA-L,,,"",Nmap
F8:DE:73,"Huawei Technologies",MA-L,,,"",Nmap
F8:DF:E1,"MyLight Systems",MA-L,,,"",Nmap
F8:E3:5F,"Sichuan Tianyi Comheart Telecom",MA-L,,,"",Nmap
F8:E4:3B,"Asix Electronics",MA-L,,,"",Nmap
F8:E4:A4,"Fiberhome Telecommunication Technologies",MA-L,,,"",Nmap
F8:E4:E3,"Intel Corporate",MA-L,,,"",Nmap
F8:E5:7E,"Cisco Systems",MA-L,,,"",Nmap
F8:E5:CE,"Apple",MA-L,,,"",Nmap
F8:E5:CF,"CGI IT UK Limited",MA-L,,,"",Nmap
F8:E7:A0,"vivo Mobile Communication",MA-L,,,"",Nmap
F8:E8:77,"Harman/Becker Automotive Systems GmbH",MA-L,,,"",Nmap
F8:E9:4E,"Apple",MA-L,,,"",Nmap
F8:E9:4F,"Cisco Systems",MA-L,,,"",Nmap
F8:ED:AE,"Mobiwire Mobiles(Ningbo)",MA-L,,,"",Nmap
F8:EF:5D,"Motorola Mobility, a Lenovo Company",MA-L,,,"",Nmap
F8:F0:9D,"Hangzhou Prevail Communication Technology",MA-L,,,"",Nmap
F8:F0:C5,"Suzhou Kuhan Information Technologies",MA-L,,,"",Nmap
F8:F1:E6,"Samsung Electronics",MA-L,,,"",Nmap
F8:F3:D3,"Shenzhen Gotron electronic",MA-L,,,"",Nmap
F8:F5:19,"Rulogic",MA-L,,,"",Nmap
F8:F5:8C,"Apple",MA-L,,,"",Nmap
F8:F7:B9,"Huawei Technologies",MA-L,,,"",Nmap
F8:FB:90,"Texas Instruments",MA-L,,,"",Nmap
F8:FC:E1,"Amazon Technologies",MA-L,,,"",Nmap
F8:FE:5E,"Intel Corporate",MA-L,,,"",Nmap
F8:FF:C2,"Apple",MA-L,,,"",Nmap
FC:01:2C,"Espressif",MA-L,,,"",Nmap
FC:02:96,"Xiaomi Communications",MA-L,,,"",Nmap
FC:04:1C,"Guangdong Oppo Mobile Telecommunications",MA-L,,,"",Nmap
FC:06:8C,"Shenzhen Micipc Technology",MA-L,,,"",Nmap
FC:07:36,"Huawei Device",MA-L,,,"",Nmap
FC:0C:45,"Shenzhen SuperElectron Technology",MA-L,,,"",Nmap
FC:0F:E7,"Microchip Technology",MA-L,,,"",Nmap
FC:10:1A,"Palo Alto Networks",MA-L,,,"",Nmap
FC:11:65,"Cambium Networks Limited",MA-L,,,"",Nmap
FC:11:93,"Huawei Technologies",MA-L,,,"",Nmap
FC:12:2C,"Huawei Technologies",MA-L,,,"",Nmap
FC:12:63,"Askey Computer",MA-L,,,"",Nmap
FC:13:F0,"Bouffalo Lab (Nanjing)",MA-L,,,"",Nmap
FC:14:99,"Aimore Acoustics Incorporation",MA-L,,,"",Nmap
FC:18:03,"Huawei Technologies",MA-L,,,"",Nmap
FC:18:3C,"Apple",MA-L,,,"",Nmap
FC:19:28,"Actions Microelectronics",MA-L,,,"",Nmap
FC:19:99,"Xiaomi Communications",MA-L,,,"",Nmap
FC:1A:46,"Samsung Electronics",MA-L,,,"",Nmap
FC:1B:D1,"Huawei Technologies",MA-L,,,"",Nmap
FC:1C:A1,"Nokia",MA-L,,,"",Nmap
FC:1D:2A,"vivo Mobile Communication",MA-L,,,"",Nmap
FC:1D:3A,"Huawei Technologies",MA-L,,,"",Nmap
FC:1D:43,"Apple",MA-L,,,"",Nmap
FC:22:1C,"Shenzhen Xunman Technology",MA-L,,,"",Nmap
FC:22:D3,"Fdsys",MA-L,,,"",Nmap
FC:22:F4,"Zyxel Communications",MA-L,,,"",Nmap
FC:23:CD,"Shenzhen Bilian Electronic，LTD",MA-L,,,"",Nmap
FC:29:E3,"Infinix mobility limited",MA-L,,,"",Nmap
FC:29:F3,"McPay",MA-L,,,"",Nmap
FC:2A:46,"Realme Chongqing Mobile Telecommunications",MA-L,,,"",Nmap
FC:2B:B2,"Actiontec Electronics",MA-L,,,"",Nmap
FC:2C:FD,"dormakaba Canada - Keyscan",MA-L,,,"",Nmap
FC:2E:19,"China Mobile Group Device",MA-L,,,"",Nmap
FC:31:5D,"Apple",MA-L,,,"",Nmap
FC:33:42,"Juniper Networks",MA-L,,,"",Nmap
FC:33:57,"Kaga FEI",MA-L,,,"",Nmap
FC:34:97,"ASUSTek Computer",MA-L,,,"",Nmap
FC:34:E2,"Shenzhen Youhua Technology",MA-L,,,"",Nmap
FC:38:6A,"Shenzhen Skyworth Digital  Technology",MA-L,,,"",Nmap
FC:38:C4,"China Grand Communications",MA-L,,,"",Nmap
FC:39:64,"Itel Mobile Limited",MA-L,,,"",Nmap
FC:3C:D7,"Tuya Smart",MA-L,,,"",Nmap
FC:3D:A5,"Arcadyan",MA-L,,,"",Nmap
FC:3F:A6,"eero",MA-L,,,"",Nmap
FC:3F:FC,"Tozed Kangwei Tech",MA-L,,,"",Nmap
FC:40:09,"zte",MA-L,,,"",Nmap
FC:41:16,"Google",MA-L,,,"",Nmap
FC:42:65,"Zhejiang Tmall Technology",MA-L,,,"",Nmap
FC:43:45,"Xiaomi Communications",MA-L,,,"",Nmap
FC:44:82,"Intel Corporate",MA-L,,,"",Nmap
FC:44:9F,"zte",MA-L,,,"",Nmap
FC:45:C3,"Texas Instruments",MA-L,,,"",Nmap
FC:47:8D,"Shenzhen Topwell Technology",MA-L,,,"",Nmap
FC:47:D8,"Apple",MA-L,,,"",Nmap
FC:48:C9,"Yobiiq Intelligence",MA-L,,,"",Nmap
FC:49:2D,"Amazon Technologies",MA-L,,,"",Nmap
FC:4B:57,"Peerless Instrument Division of Curtiss-Wright",MA-L,,,"",Nmap
FC:4D:6A,"Silicon Laboratories",MA-L,,,"",Nmap
FC:4D:A6,"Huawei Technologies",MA-L,,,"",Nmap
FC:4E:6D,"Huawei Technologies",MA-L,,,"",Nmap
FC:4E:A4,"Apple",MA-L,,,"",Nmap
FC:50:0C,"Sitehop",MA-L,,,"",Nmap
FC:51:B5,"Huawei Technologies",MA-L,,,"",Nmap
FC:55:57,"Apple",MA-L,,,"",Nmap
FC:57:03,"Hisense broadband multimedia technology",MA-L,,,"",Nmap
FC:58:4A,"xiamenshi c-chip technology",MA-L,,,"",Nmap
FC:58:9A,"Cisco Systems",MA-L,,,"",Nmap
FC:58:DF,"Interphone Service",MA-L,,,"",Nmap
FC:59:9F,"Ruijie Networks",MA-L,,,"",Nmap
FC:59:C0,"Arista Networks",MA-L,,,"",Nmap
FC:5A:DC,"Keenetic Limited",MA-L,,,"",Nmap
FC:5B:8C,"Xiaomi Communications",MA-L,,,"",Nmap
FC:5C:45,"Ruckus Wireless",MA-L,,,"",Nmap
FC:5C:EE,"LCFC(Hefei) Electronics Technology",MA-L,,,"",Nmap
FC:5F:49,"Zhejiang Dahua Technology",MA-L,,,"",Nmap
FC:60:9B,"New H3C Technologies",MA-L,,,"",Nmap
FC:61:79,"Ieee Registration Authority",MA-L,,,"",Nmap
FC:62:6F,"Fortx",MA-L,,,"",Nmap
FC:65:B3,"Huawei Device",MA-L,,,"",Nmap
FC:66:CF,"Apple",MA-L,,,"",Nmap
FC:67:1F,"Tuya Smart",MA-L,,,"",Nmap
FC:69:8C,"Andreas Stihl AG & KG",MA-L,,,"",Nmap
FC:6A:1C,"Mellanox Technologies",MA-L,,,"",Nmap
FC:6D:77,"Intel Corporate",MA-L,,,"",Nmap
FC:6D:D1,"Apresia Systems",MA-L,,,"",Nmap
FC:70:2E,"Sichuan AI-Link Technology",MA-L,,,"",Nmap
FC:71:FA,"Trane Technologies",MA-L,,,"",Nmap
FC:73:FB,"Huawei Technologies",MA-L,,,"",Nmap
FC:76:92,"Semptian",MA-L,,,"",Nmap
FC:77:74,"Intel Corporate",MA-L,,,"",Nmap
FC:77:7B,"Hitron Technologies.",MA-L,,,"",Nmap
FC:7A:58,"Shenzhen Skyworth Digital  Technology",MA-L,,,"",Nmap
FC:7D:6C,"Hyesung Techwin",MA-L,,,"",Nmap
FC:7F:F1,"Hewlett Packard Enterprise",MA-L,,,"",Nmap
FC:84:17,"Honor Device",MA-L,,,"",Nmap
FC:84:A7,"Murata Manufacturing",MA-L,,,"",Nmap
FC:85:96,"Axonne",MA-L,,,"",Nmap
FC:86:2A,"Huawei Device",MA-L,,,"",Nmap
FC:87:43,"Huawei Technologies",MA-L,,,"",Nmap
FC:8A:3D,"zte",MA-L,,,"",Nmap
FC:8A:F7,"zte",MA-L,,,"",Nmap
FC:8C:11,"Microsoft",MA-L,,,"",Nmap
FC:8D:13,"Fujian Star-NET Communication",MA-L,,,"",Nmap
FC:8D:3D,"Leapfive Tech.",MA-L,,,"",Nmap
FC:8E:5B,"China Mobile Iot Limited company",MA-L,,,"",Nmap
FC:8E:6E,"StreamCCTV",MA-L,,,"",Nmap
FC:91:5D,"Google",MA-L,,,"",Nmap
FC:91:89,"Sichuan Tianyi Comheart Telecom",MA-L,,,"",Nmap
FC:92:57,"Renesas Electronics (Penang) Sdn. Bhd.",MA-L,,,"",Nmap
FC:93:1D,"Huawei Technologies",MA-L,,,"",Nmap
FC:93:6B,"Samsung Electronics",MA-L,,,"",Nmap
FC:94:2E,"Cisco Meraki",MA-L,,,"",Nmap
FC:94:35,"Huawei Technologies",MA-L,,,"",Nmap
FC:94:CE,"zte",MA-L,,,"",Nmap
FC:95:6A,"Octagon Systems",MA-L,,,"",Nmap
FC:96:43,"Juniper Networks",MA-L,,,"",Nmap
FC:97:A8,"Cricut",MA-L,,,"",Nmap
FC:98:16,"Alpsalpine",MA-L,,,"",Nmap
FC:9B:D4,"EdgeQ",MA-L,,,"",Nmap
FC:9C:98,"Arlo Technology",MA-L,,,"",Nmap
FC:9C:A7,"Apple",MA-L,,,"",Nmap
FC:9F:FD,"Hangzhou Hikvision Digital Technology",MA-L,,,"",Nmap
FC:A0:5A,"Oray.com",MA-L,,,"",Nmap
FC:A0:F3,"Huawei Technologies",MA-L,,,"",Nmap
FC:A4:7A,"Ieee Registration Authority",MA-L,,,"",Nmap
FC:A5:C8,"Apple",MA-L,,,"",Nmap
FC:A5:D0,"Guangdong Oppo Mobile Telecommunications",MA-L,,,"",Nmap
FC:A6:4C,"Alibaba cloud computing",MA-L,,,"",Nmap
FC:A8:4A,"Sentinum GmbH",MA-L,,,"",Nmap
FC:A8:9B,"Texas Instruments",MA-L,,,"",Nmap
FC:A8:E0,"THE Furukawa Electric",MA-L,,,"",Nmap
FC:A9:DC,"Renesas Electronics (Penang) Sdn. Bhd.",MA-L,,,"",Nmap
FC:A9:F5,"Xiaomi Communications",MA-L,,,"",Nmap
FC:AA:81,"Apple",MA-L,,,"",Nmap
FC:AA:B6,"Samsung Electronics",MA-L,,,"",Nmap
FC:AB:90,"Huawei Technologies",MA-L,,,"",Nmap
FC:AB:F5,"zte",MA-L,,,"",Nmap
FC:AE:2B,"Titan Products",MA-L,,,"",Nmap
FC:AE:34,"Commscope",MA-L,,,"",Nmap
FC:AF:BE,"TireCheck GmbH",MA-L,,,"",Nmap
FC:B0:DE,"Cloud Network Technology Singapore PTE.",MA-L,,,"",Nmap
FC:B2:D6,"CIG Shanghai",MA-L,,,"",Nmap
FC:B3:87,"Leapmotor (Jinhua) New Energy Vehicle Parts Technology",MA-L,,,"",Nmap
FC:B3:AA,"Intel Corporate",MA-L,,,"",Nmap
FC:B3:BC,"Intel Corporate",MA-L,,,"",Nmap
FC:B4:67,"Espressif",MA-L,,,"",Nmap
FC:B5:77,"Cortex Security",MA-L,,,"",Nmap
FC:B5:85,"Shenzhen Water World Information",MA-L,,,"",Nmap
FC:B6:62,"IC Holdings",MA-L,,,"",Nmap
FC:B6:9D,"Zhejiang Dahua Technology",MA-L,,,"",Nmap
FC:B9:7E,"GE Appliances",MA-L,,,"",Nmap
FC:B9:DF,"Motorola Mobility, a Lenovo Company",MA-L,,,"",Nmap
FC:BC:0E,"Zhejiang Cainiao Supply Chain Management",MA-L,,,"",Nmap
FC:BC:D1,"Huawei Technologies",MA-L,,,"",Nmap
FC:BD:67,"Arista Networks",MA-L,,,"",Nmap
FC:BE:7B,"vivo Mobile Communication",MA-L,,,"",Nmap
FC:C0:CC,"Yunke China Information Technology Limited",MA-L,,,"",Nmap
FC:C2:E5,"Holowits Technologies",MA-L,,,"",Nmap
FC:C7:37,"Shaanxi Gangsion Electronic Technology",MA-L,,,"",Nmap
FC:CD:2F,"Ieee Registration Authority",MA-L,,,"",Nmap
FC:D2:02,"Realme Chongqing Mobile Telecommunications",MA-L,,,"",Nmap
FC:D2:90,"SKY UK Limited",MA-L,,,"",Nmap
FC:D2:B6,"Ieee Registration Authority",MA-L,,,"",Nmap
FC:D4:36,"Motorola Mobility, a Lenovo Company",MA-L,,,"",Nmap
FC:D5:86,"Shenzhen SuperElectron Technology",MA-L,,,"",Nmap
FC:D7:49,"Amazon Technologies",MA-L,,,"",Nmap
FC:D9:08,"Xiaomi Communications",MA-L,,,"",Nmap
FC:D9:6B,"Realme Chongqing Mobile Telecommunications",MA-L,,,"",Nmap
FC:DB:21,"Samsara Networks",MA-L,,,"",Nmap
FC:DE:90,"Samsung Electronics",MA-L,,,"",Nmap
FC:DE:C5,"Texas Instruments",MA-L,,,"",Nmap
FC:DF:00,"GD Midea Air-Conditioning Equipment",MA-L,,,"",Nmap
FC:E1:4F,"BRK Brands",MA-L,,,"",Nmap
FC:E1:A6,"Huawei Technologies",MA-L,,,"",Nmap
FC:E2:6C,"Apple",MA-L,,,"",Nmap
FC:E8:06,"Edifier International",MA-L,,,"",Nmap
FC:E8:C0,"Espressif",MA-L,,,"",Nmap
FC:E9:D8,"Amazon Technologies",MA-L,,,"",Nmap
FC:EA:50,"Integrated Device Technology (Malaysia) Sdn. Bhd.",MA-L,,,"",Nmap
FC:F2:9F,"China Mobile Iot Limited company",MA-L,,,"",Nmap
FC:F5:C4,"Espressif",MA-L,,,"",Nmap
FC:F7:38,"Huawei Technologies",MA-L,,,"",Nmap
