oui,manufacturer,registry,short_name,device_type,address,sources
C0:A2:6D,"Abbott Point of Care",MA-L,,,"400 College Road East Princeton NJ US 08540",IEEE+Nmap
20:5B:2A,"Private",MA-L,,,"",IEEE+Nmap
F8:76:9B,"Neopis Co., Ltd.",MA-L,,,"#401 Neo bd., 196-44 Anyang7-Dong Anyang Kyonggi-Do KR 430-857 ",IEEE+Nmap
08:E6:72,"JEBSEE ELECTRONICS CO.,LTD.",MA-L,,,"24-3, SIN LE ROAD,  TAINAN  TW 70268 ",IEEE+Nmap
58:E4:76,"CENTRON COMMUNICATIONS TECHNOLOGIES FUJIAN CO.,LTD",MA-L,,,"4th Floor,Jiaodajiepu Building,72# Kejierlu Road,  Xi'an Shaanxi Province CN 710100 ",IEEE+Nmap
B4:35:F7,"Zhejiang Pearmain Electronics Co.ltd.",MA-L,,,"4F Yitai Mansion, 76 Gucui Road, Hangzhou Zhejiang CN 310012 ",IEEE+Nmap
0C:6E:4F,"PrimeVOLT Co., Ltd.",MA-L,,,"2F-3, No. 9, Lane 3, Jihu Rd, Neihu Taipei  TW 11492 ",IEEE+Nmap
68:5B:36,"POWERTECH INDUSTRIAL CO., LTD.",MA-L,,,"10F, No. 407, Chung Shan Rd., Sec 2, Chung Ho Taipei County TW 23558 ",IEEE+Nmap
98:30:00,"Beijing KEMACOM Technologies Co., Ltd.",MA-L,,,"Room 208, Building 6, No.50, Xi San Huan Bei Road  Beijing  CN 100044 ",IEEE+Nmap
F8:1D:93,"Longdhua(Beijing) Controls Technology Co.,Ltd",MA-L,,,"Room 1203,Lixiang Building, No.111 Zhichun Road,Haidian District, Beijing  CN 10086 ",IEEE+Nmap
D0:EB:9E,"Seowoo Inc.",MA-L,,,"#B101 Seojung B/D, 590-9 Guui-dong, Gwangjin-gu, Seoul  KR 143-831 ",IEEE+Nmap
8C:5F:DF,"Beijing Railway Signal Factory",MA-L,,,"No.2 Sicun Xilu Langfa,Huangcun, Beiijng  CN 102613 ",IEEE+Nmap
58:6D:8F,"Cisco-Linksys, LLC",MA-L,,,"121 Theory Drive Irvine California US 92612",IEEE+Nmap
14:C2:1D,"Sabtech Industries",MA-L,,,"23231 La Palma Ave Yorba Linda Ca. US 92887-4788",IEEE+Nmap
74:B0:0C,"Network Video Technologies, Inc",MA-L,,,"4005 Bohannon Drive Menlo Park CA US 94025",IEEE+Nmap
C8:84:39,"Sunrise Technologies",MA-L,,,"54 Commercial Street Raynham MA US 02767",IEEE+Nmap
44:E4:D9,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
00:54:AF,"Continental Automotive Systems Inc.",MA-L,,,"21440 W. Lake Cook Rd. Deer Park IL US 60010",IEEE+Nmap
EC:7D:9D,"MEI",MA-L,,,"3222 Phoenixville Pike Malvern PA US 19355",IEEE+Nmap
9C:95:F8,"SmartDoor Systems, LLC",MA-L,,,"5711-A Center Lane Falls Church Virginia US 22041",IEEE+Nmap
D0:75:BE,"Reno A&E",MA-L,,,"4655 Aircenter Circle Reno Nevada US 89502",IEEE+Nmap
7C:6C:39,"PIXSYS SRL",MA-L,,,"VIA DELLA CROCE ROSSA 42 PADOVA PD IT 35129",IEEE+Nmap
9C:5D:95,"VTC Electronics Corp.",MA-L,,,"5F,No.21,Sec.6,Zhongxiao E.Rd.,Nangang District Taipei  TW 11575 ",IEEE+Nmap
DC:05:ED,"Nabtesco Corporation",MA-L,,,"9-18, Kaigan 1-chome Minato-ku Tokyo JP 105-0022 ",IEEE+Nmap
FC:83:29,"Trei technics",MA-L,,,"801 Northpoint Pkwy West Palm Beach Florida US 33407",IEEE+Nmap
94:E8:48,"FYLDE MICRO LTD",MA-L,,,"8 AVROE CRESCENT BLACKPOOL LANCASHIRE GB FY4 2DP",IEEE+Nmap
AC:5E:8C,"Utillink",MA-L,,,"817 Woolim Lions Valley 1, 311-3 Sangdaewon-dong Jungwon-gu Seongnam-si Gyeonggi-do KR 462160 ",IEEE+Nmap
BC:99:BC,"FonSee Technology Inc.",MA-L,,,"14F-2, No.32, Gaotie 2nd Rd., Zhubei City Hsinchu County TW 302 ",IEEE+Nmap
98:60:22,"EMW Co., Ltd.",MA-L,,,"80B-4L, 680-3 Gojan-Dong Incheon  KR 405-819 ",IEEE+Nmap
80:34:57,"OT Systems Limited",MA-L,,,"Unit 1023, 10/F., Landmark North, Sheung Shui, N. T.  HK  ",IEEE+Nmap
B8:3D:4E,"Shenzhen Cultraview Digital Technology Co.,Ltd Shanghai Branch",MA-L,,,"2/F,Building#5,1690Cailun Road,Zhangjiang Hi-tech Park, Shanghai  CN 201203 ",IEEE+Nmap
CC:F3:A5,"Chi Mei Communication Systems, Inc",MA-L,,,"No.4 Tucheng City Taipei County TW  23678",IEEE+Nmap
C4:24:2E,"Galvanic Applied Sciences Inc",MA-L,,,"7000 Fisher Road SE Calgary Alberta CA T2H 0W3",IEEE+Nmap
64:00:F1,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
04:C5:A4,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
3C:A7:2B,"MRV Communications (Networks) LTD",MA-L,,,"P.O Box 614 Yokneam   IL 20692",IEEE+Nmap
58:4C:19,"Chongqing Guohong Technology Development Company Limited",MA-L,,,"Rongzhi Building, Science & Technology Venture Center, Chongqing  CN 401336 ",IEEE+Nmap
D0:A3:11,"Neuberger Gebäudeautomation GmbH",MA-L,,,"Oberer Kaiserweg 6 Rothenburg o.d.T. Bayern DE 91541",IEEE+Nmap
10:A1:3B,"FUJIKURA RUBBER LTD.",MA-L,,,"1-840,Mihashi,Omiya Saitama   JP 330-0856 ",IEEE+Nmap
F4:E1:42,"Delta Elektronika BV",MA-L,,,"Vissersdijk 4 Zierikzee  NL 4301 ND",IEEE+Nmap
F0:02:48,"SmarteBuilding",MA-L,,,"3267 Bee Cave Road Austin TX US 78746",IEEE+Nmap
2C:DD:0C,"Discovergy GmbH",MA-L,,,"Pascalstraße 15 Aachen NRW DE 52076",IEEE+Nmap
40:B2:C8,"Nortel Networks",MA-L,,,"CARRETERA BASE AEREA # 5850 Zapopan Jalisco MX 44130",IEEE+Nmap
48:6B:91,"Fleetwood Group Inc.",MA-L,,,"11832 James St Holland Michigan US 49424",IEEE+Nmap
F4:38:14,"Shanghai Howell Electronic Co.,Ltd",MA-L,,,"5-5/F, Bldg.1, No.788 Fengzhen Rd.,  Shanghai  CN  200434 ",IEEE+Nmap
20:AA:25,"IP-NET LLC",MA-L,,,"10256 N.W. 47th St. Sunrise FL US 33351",IEEE+Nmap
EC:BB:AE,"Digivoice Tecnologia em Eletronica Ltda",MA-L,,,"Alameda Juru, 159 - Torreo Barueri São Paulo BR 06455-010 ",IEEE+Nmap
DC:20:08,"ASD Electronics Ltd",MA-L,,,"DEDE INDUSTRIAL PARK,JIAN'AN ROAD,HIGH-TECH Shenzhen  Guang Dong CN 518103 ",IEEE+Nmap
08:8D:C8,"Ryowa Electronics Co.,Ltd",MA-L,,,"1483-1 Takahara-machi Yamagata-shi Yamagata-pref. JP 9900002",IEEE+Nmap
D4:91:AF,"Electroacustica General Iberica, S.A.",MA-L,,,"Avda. Almozara, 79 Zaragoza  ES 50003 ",IEEE+Nmap
1C:DF:0F,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
34:DF:2A,"Fujikon Industrial Co.,Limited",MA-L,,,"16/F., Tower 1, Grand Central Plaza,138 Shatin Rural    HK 523930 ",IEEE+Nmap
C8:84:47,"Beautiful Enterprise Co., Ltd",MA-L,,,"26th Floor, Beautiful Group Tower    HK  ",IEEE+Nmap
C8:8B:47,"Nolangroup S.P.A con Socio Unico",MA-L,,,"via Terzi di S.Agata 2 Brembate di Sopra Bergamo IT 24030",IEEE+Nmap
24:BA:30,"Technical Consumer Products, Inc.",MA-L,,,"325 Campus Drive Aurora OH US 44202",IEEE+Nmap
74:D6:75,"WYMA Tecnologia",MA-L,,,"Rua Clímaco Barbosa, 171-179 São Paulo  BR 01523-000 ",IEEE+Nmap
D0:1C:BB,"Beijing Ctimes Digital Technology Co., Ltd.",MA-L,,,"7th Floor, Jinzhou Building, Suzhou Street, No.79, Haidian District,  Beijing  CN 100089 ",IEEE+Nmap
94:81:A4,"Azuray Technologies",MA-L,,,"7470 SW Bridgeport Rd Durham OR US 97224",IEEE+Nmap
BC:E0:9D,"Eoslink",MA-L,,,"#602, 900-1 Anyang-City Kyonggi-Do KR 431-060 ",IEEE+Nmap
34:6F:92,"White Rodgers Division",MA-L,,,"8100 West Florissant St. Louis MO US 63136",IEEE+Nmap
8C:DB:25,"ESG Solutions",MA-L,,,"20 Hyperion Court Kingston Ontario CA K7K 7K2",IEEE+Nmap
64:1A:22,"Heliospectra AB",MA-L,,,"Frans Perssons väg 6   SE",IEEE+Nmap
30:14:2D,"Piciorgros GmbH",MA-L,,,"Claudiastrasse 5 Cologne NRW DE 51149",IEEE+Nmap
E4:41:E6,"Ottec Technology GmbH",MA-L,,,"Bünteweg 33 Gehrden Lower Saxony DE 30989",IEEE+Nmap
10:E2:D5,"Qi Hardware Inc.",MA-L,,,"555 4TH STREET #403 San Francisco CA US 94107",IEEE+Nmap
7C:DA:84,"Dongnian Networks Inc.",MA-L,,,"90 Wensan Road, Building 8-A303 Hangzhou Zhejiang CN 310012 ",IEEE+Nmap
A0:36:FA,"Ettus Research LLC",MA-L,,,"1043 N Shoreline Blvd Mountain View CA US 94043",IEEE+Nmap
EC:83:6C,"RM Tech Co., Ltd.",MA-L,,,"C-801, Bupyeong Woolim Lions Valley Incheon City  KR 403-911 ",IEEE+Nmap
60:83:B2,"GkWare e.K.",MA-L,,,"Hatzper Str. 172B Essen NRW DE 45149",IEEE+Nmap
80:D0:19,"Embed, Inc",MA-L,,,"410 Great Road Littleton MA US 01460",IEEE+Nmap
D4:12:96,"Anobit Technologies Ltd.",MA-L,,,"8 Hasadnaot St. Herzeliya Pituach   IL 46728",IEEE+Nmap
B8:FF:6F,"Shanghai Typrotech Technology Co.Ltd",MA-L,,,"Design Building 903, NO.63,  Shanghai  CN 200092 ",IEEE+Nmap
DC:9C:52,"Sapphire Technology Limited.",MA-L,,,"Unit 1909-1919, 19/F., Tower 2, Grand Central Plaza,   HK  ",IEEE+Nmap
68:12:2D,"Special Instrument Development Co., Ltd.",MA-L,,,"6F-1, No. 123, Lane 235 Hsin Tien Taipei Hsien TW 231 ",IEEE+Nmap
64:9B:24,"V Technology Co., Ltd.",MA-L,,,"YBP East Tower 5F, Yokohama city Kanagawa JP 240-0005 ",IEEE+Nmap
04:75:F5,"CSST",MA-L,,,"Building 6, CSST industrial park, Tong fuyu Industrial zone Shenzhen Guangdong CN 518107 ",IEEE+Nmap
BC:20:BA,"Inspur (Shandong) Electronic Information Co., Ltd",MA-L,,,"No.1036 Shunya Rd. Jinan Shandong CN 250101",IEEE+Nmap
24:94:42,"OPEN ROAD SOLUTIONS , INC.",MA-L,,,"88-13 SHUILI  ROAD HSINCHU  TW 30059",IEEE+Nmap
E0:F3:79,"Vaddio",MA-L,,,"9433 Science Center Drive New Hope MN US 55428",IEEE+Nmap
B0:9A:E2,"STEMMER IMAGING GmbH",MA-L,,,"Gutenbergstraße 11 Puchheim By DE 82178",IEEE+Nmap
CC:D8:11,"Aiconn Technology Corporation",MA-L,,,"5F, NO. 9, Alley 2, Lane 35, Ji-Hu Rd., Nei-Hu,  Taipei City  TW 11494 ",IEEE+Nmap
78:D0:04,"Neousys Technology Inc.",MA-L,,,"13F.-1, NO.1, BAOSHENG RD.,  YONGHE CITY TAIPEI COUNTY  TW 23444 ",IEEE+Nmap
78:A0:51,"iiNet Labs Pty Ltd",MA-L,,,"Level 1 Subiaco WA AU 6008",IEEE+Nmap
58:A7:6F,"iD corporation",MA-L,,,"goryokaku bld. 2F hakodate hokkaido JP 040-0011",IEEE+Nmap
44:59:9F,"Criticare Systems, Inc",MA-L,,,"20925 Crossroads Circle Waukasha WI US 53186",IEEE+Nmap
3C:2F:3A,"SFORZATO Corp.",MA-L,,,"863 HINO-SHI TOKYO JP 191-0022",IEEE+Nmap
EC:92:33,"Eddyfi NDT Inc",MA-L,,,"2800, Louis-Lumiere street Quebec Quebec CA G1P 0A4 ",IEEE+Nmap
EC:E9:0B,"SISTEMA SOLUCOES ELETRONICAS LTDA - EASYTECH",MA-L,,,"RUA GUERRA DE AGUIAR, 220 São Paulo SP BR 08275-260 ",IEEE+Nmap
A0:8C:9B,"Xtreme Technologies Corp",MA-L,,,"200 4616 Valiant Dr NW Calgary AB CA T3A0X9",IEEE+Nmap
60:76:88,"Velodyne",MA-L,,,"345 Digital Drive Morgan Hill CA US 95037",IEEE+Nmap
98:0E:E4,"Private",MA-L,,,"",IEEE+Nmap
E8:28:D5,"Cots Technology",MA-L,,,"C-702, Bundang Techno Park, 145, Sungnam-City Kyounggi-do KR 463-760 ",IEEE+Nmap
08:D5:C0,"Seers Technology Co., Ltd",MA-L,,,"1210 Techcenter, SKnTechnopark, 190-1 Seongnam-si Gyeonggi-do KR 462-721 ",IEEE+Nmap
8C:B6:4F,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
6C:33:A9,"Magicjack LP",MA-L,,,"5700 Georgia Avenue West Palm Beach FL US 33405",IEEE+Nmap
08:B7:EC,"Wireless Seismic",MA-L,,,"13100 SW Freeway Sugar Land TX US 77478",IEEE+Nmap
BC:71:C1,"XTrillion, Inc.",MA-L,,,"1-12-3-4F  Chiyoda-ku Tokyo JP 101-0041",IEEE+Nmap
0C:46:9D,"MS Sedco",MA-L,,,"8701 Castle Park Drive Indianapolis  US 46256",IEEE+Nmap
E0:E8:E8,"Olive Telecommunication Pvt. Ltd",MA-L,,,"862, Udyog Vihar Gurgaon Haryana IN 122016 ",IEEE+Nmap
0C:3C:65,"Dome Imaging Inc",MA-L,,,"400 Fifth Av Waltham MA US 02451",IEEE+Nmap
94:20:53,"Nokia Corporation",MA-L,,,"Elektroniikkatie 10 Oulu  FI 90570",IEEE+Nmap
D4:9C:8E,"University of FUKUI",MA-L,,,"3-9-1 Bunkyo Fukui City  JP 910-8507",IEEE+Nmap
2C:B0:DF,"Soliton Technologies Pvt Ltd",MA-L,,,"# 683, 15th Cross  Bangalore Karnataka IN 560 078 ",IEEE+Nmap
5C:F3:FC,"IBM Corp",MA-L,,,"3039 E Cornwallis Road Research Triangle Park NC US 27709-2195",IEEE+Nmap
D4:3D:67,"Carma Industries Inc.",MA-L,,,"132 Walsh Road Lindsay Ontario CA K9V 4R3",IEEE+Nmap
00:BD:27,"Exar Corp.",MA-L,,,"48720 Kato Rd. Fremont CA US 94538",IEEE+Nmap
C8:A7:29,"SYStronics Co., Ltd.",MA-L,,,"#301-1404, Buchun Techno-Park II Buchun City Kyung gi-do KR 421-741 ",IEEE+Nmap
6C:9C:E9,"Nimble Storage",MA-L,,,"2645 Zanker Road San Jose CA US 95134",IEEE+Nmap
70:02:58,"01DB-METRAVIB",MA-L,,,"200 CHEMIN DES ORMEAUX LIMONEST CEDEX RHONE FR 69578",IEEE+Nmap
20:FD:F1,"3COM EUROPE LTD",MA-L,,,"Peoplebuilding 2 Hemel Hempstead HERTS. GB HP2 4NW",IEEE+Nmap
38:95:92,"Beijing Tendyron Corporation",MA-L,,,"1810,Tower B,Jin-ma,Building,17 East Qing Hua Road  Beijing  CN 100083 ",IEEE+Nmap
70:5E:AA,"Action Target, Inc.",MA-L,,,"PO Box 636 Provo UT US 84603",IEEE+Nmap
0C:8D:98,"TOP EIGHT IND CORP",MA-L,,,"8F.,No79-1 Zhouzi St., Neihu District, Taipei City  (Neihu Technology Park) Taipei  TW 11493 ",IEEE+Nmap
30:49:3B,"Nanjing Z-Com Wireless Co.,Ltd",MA-L,,,"Z-Com Building,NO.30 Jiangsu Software Park,NO.699-22 Xuanwu Avenue, Nanjing Jiangsu CN 210042 ",IEEE+Nmap
68:DB:96,"OPWILL Technologies CO .,LTD",MA-L,,,"Room 415,Digital Media Building,NO.7 Shangdi Information Road,HaiDian District, Beijing  CN 100085 ",IEEE+Nmap
00:F8:60,"PT. Panggung Electric Citrabuana",MA-L,,,"Jl. Raya Waru no. 1 Sidoarjo Jawa Timur ID 61256",IEEE+Nmap
FC:ED:B9,"Arrayent",MA-L,,,"570 El Camino Real #150-419 Redwood City CA US 94063",IEEE+Nmap
44:ED:57,"Longicorn, inc.",MA-L,,,"Rm1001-2, 10F, Byuksan Digital Valley1 Seoul  KR 152-775 ",IEEE+Nmap
C8:A1:B6,"Shenzhen Longway Technologies Co., Ltd",MA-L,,,"Suite 707,Incubation Building, China Academy of Science&Tech Development, South area  Shenzhen Guangdong CN 518057 ",IEEE+Nmap
64:1E:81,"Dowslake Microsystems",MA-L,,,"21 High Street, Suite 306 North Andover MA US 01845 ",IEEE+Nmap
88:AC:C1,"Generiton Co., Ltd.",MA-L,,,"8F-1, No. 81, Shuili Rd.,  Hsinchu City,   TW 30059  ",IEEE+Nmap
78:57:12,"Mobile Integration Workgroup",MA-L,,,"4580 Klahanie DR SE STE 106 Issaquah WA US 98029",IEEE+Nmap
38:0A:0A,"Sky-City Communication and Electronics Limited Company",MA-L,,,"1109, Building A, Kefa Industrial park, Huanguan south road, Guanlan,  Shenzhen Guangdong CN 518110 ",IEEE+Nmap
14:1B:BD,"Volex Inc.",MA-L,,,"915 Tate Blvd. SE Hickory NC US 28602",IEEE+Nmap
78:C6:BB,"Innovasic, Inc.",MA-L,,,"5635 Jefferson St. NE, Suite A Albuquerque NM US 87109 ",IEEE+Nmap
DC:4E:DE,"SHINYEI TECHNOLOGY CO., LTD.",MA-L,,,"6-5-2, MINATOJIMA-MINAMIMACHI, CHUO-KU KOBE HYOGO JP 650-0047 ",IEEE+Nmap
88:8B:5D,"Storage Appliance Corporation",MA-L,,,"29 Su Zhou Jie, Haidian Dist. Beijing   CN 100080 ",IEEE+Nmap
F0:F8:42,"KEEBOX, Inc.",MA-L,,,"10 Poppy Trail Rolling Hills California US 90274",IEEE+Nmap
78:A7:14,"Amphenol",MA-L,,,"20 Valley St. Endicott New York US 13760",IEEE+Nmap
F4:50:EB,"Telechips Inc",MA-L,,,"KORAD Bldg,1000-12, Daechi-Dong, Gangnam-Gu, Seoul  KR 135-280 ",IEEE+Nmap
98:8E:DD,"TE Connectivity Limerick",MA-L,,,"International Science Centre, Block 1 Castletroy Co. Limerick IE  ",IEEE+Nmap
98:FC:11,"Cisco-Linksys, LLC",MA-L,,,"121 Theory Drive Irvine California US 92612",IEEE+Nmap
18:0C:77,"Westinghouse Electric Company, LLC",MA-L,,,"1000 Westinghouse Drive Cranberry Township PA US 16066",IEEE+Nmap
AC:A0:16,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
E4:AD:7D,"SCL Elements",MA-L,,,"5800 St-Denis, #222 Montreal Quebec CA H2S3l5 ",IEEE+Nmap
40:D4:0E,"Biodata Ltd",MA-L,,,"10 Stocks Street Manchester  GB M8 8QG",IEEE+Nmap
7C:05:1E,"RAFAEL LTD.",MA-L,,,"GUSH SEGEV POB 2250 HAIFA  IL 31008",IEEE+Nmap
58:57:0D,"Danfoss Solar Inverters",MA-L,,,"Jyllandsgade 28 Sønderborg  DK DK-6400",IEEE+Nmap
0C:82:6A,"Wuhan Huagong Genuine Optics Technology Co., Ltd",MA-L,,,"Science & Technology Region of HUST, Donghu High-Tech Zone  Wuhan Hubei CN 430223 ",IEEE+Nmap
38:C7:BA,"CS Services Co.,Ltd.",MA-L,,,"Imon BLDG 95 Edomachi Kobe Hyogo JP 6500033",IEEE+Nmap
70:D5:7E,"Scalar Corporation",MA-L,,,"1F San-Ei Bldg Shinjuku-ku Tokyo JP 160-0023",IEEE+Nmap
78:66:AE,"ZTEC Instruments, Inc.",MA-L,,,"7715 Tiburon St. NE Albuquerque NM US 87109",IEEE+Nmap
78:81:8F,"Server Racks Australia Pty Ltd",MA-L,,,"4 - 6 Endurance Ave Queanbeyan NSW AU 2620",IEEE+Nmap
E0:58:9E,"Laerdal Medical",MA-L,,,"Tanke Svilandsgate 30 Stavanger  NO 4002",IEEE+Nmap
44:D6:3D,"Talari Networks",MA-L,,,"3200 Glen Royal Rd. Raleigh  NC US 27617",IEEE+Nmap
58:FD:20,"Bravida Sakerhet AB",MA-L,,,"Mikrofonvagen 28 STOCKHOLM  SE 126 81",IEEE+Nmap
98:35:B8,"Assembled Products Corporation",MA-L,,,"115 E. Linden Rogers Arkansas US 72756",IEEE+Nmap
24:0B:2A,"Viettel Group",MA-L,,,"Center for Research and Development Hanoi  VN 1111",IEEE+Nmap
68:E4:1F,"Unglaube Identech GmbH",MA-L,,,"An der Moosach 3a Massenhausen Bayern DE 85376",IEEE+Nmap
84:F6:4C,"Cross Point BV",MA-L,,,"Postbus 2112 Emmen Drenthe NL 7801 CC",IEEE+Nmap
90:51:3F,"Elettronica Santerno SpA",MA-L,,,"Via della Concia 7 Castel Guelfo (BO)  IT 40026",IEEE+Nmap
7C:A2:9B,"D.SignT GmbH & Co. KG",MA-L,,,"Marktstraße 10 Kerken  DE 47647",IEEE+Nmap
34:AA:EE,"Mikrovisatos Servisas UAB",MA-L,,,"Savanoriu pr. 125 Kaunas  LT LT44146",IEEE+Nmap
A4:0C:C3,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
34:E0:D7,"DONGGUAN QISHENG ELECTRONICS INDUSTRIAL CO., LTD",MA-L,,,"XINJI INDUSTRIAL ZONE, MACHONG TOWN DONGGUAN GUANGDONG CN 523123 ",IEEE+Nmap
40:52:0D,"Pico Technology",MA-L,,,"James House, Marlborough Road St Neots Cambridgeshire GB  PE19 8YP ",IEEE+Nmap
54:31:31,"Raster Vision Ltd",MA-L,,,"Unit 1, Crundalls Tonbridge  Kent GB TN12 7EA ",IEEE+Nmap
90:E0:F0,"IEEE 1722a Working Group",MA-L,,,"8760 Sandy Parkway Sandy Utah US 84070",IEEE+Nmap
1C:6F:65,"GIGA-BYTE TECHNOLOGY CO.,LTD.",MA-L,,,"Pin-Jen Taoyuan TW 324",IEEE+Nmap
F0:AD:4E,"Globalscale Technologies, Inc.",MA-L,,,"5F, No. 2 Building, Minxing Industrial Park Shenzhen Guangdong CN 518109 ",IEEE+Nmap
90:3D:5A,"Shenzhen Wision Technology Holding Limited",MA-L,,,"Room 26A, Jinrun Building, N0.6019, Shennan Rd., Futian District Shenzhen Guangdong CN 518040 ",IEEE+Nmap
60:9A:A4,"GVI SECURITY INC.",MA-L,,,"2801 TRADE CENTER DR STE.120 CARROLLTON TX US 75007",IEEE+Nmap
F0:ED:1E,"Bilkon Bilgisayar Kontrollu Cih. Im.Ltd.",MA-L,,,"Gersan Sanayi Sitesi 658.Sokak No:16 ANKARA  TR 06370",IEEE+Nmap
24:A9:37,"PURE Storage",MA-L,,,"650 Castro Street Mt. View CA US 94041",IEEE+Nmap
34:83:02,"iFORCOM Co., Ltd",MA-L,,,"1326 Sagamihara Kanagawa JP 252-0157",IEEE+Nmap
94:9C:55,"Alta Data Technologies",MA-L,,,"4901 Rockaway Blvd, Building A Rio Rancho NM US 87124 ",IEEE+Nmap
38:9F:83,"OTN Systems N.V.",MA-L,,,"Industrielaan 17b Olen  BE 2250",IEEE+Nmap
8C:54:1D,"LGE",MA-L,,,"60-39 , Kasan -dong , Gumcheon-gu. Seoul   KR 153-801 ",IEEE+Nmap
00:3A:9D,"NEC Platforms, Ltd.",MA-L,,,"800 Shimomata Kakegawa Shizuoka JP 436-8501",IEEE+Nmap
90:54:46,"TES ELECTRONIC SOLUTIONS",MA-L,,,"Immeuble Odyssee BRUZ  FR 35170",IEEE+Nmap
DC:7B:94,"Cisco Systems, Inc",MA-L,,,"80 West Tasman Drive San Jose CA US 94568",IEEE+Nmap
68:23:4B,"Nihon Dengyo Kousaku",MA-L,,,"shinmachi 21-1 kawagoe-shi saitama JP 350-1107",IEEE+Nmap
18:42:2F,"Alcatel Lucent",MA-L,,,"Via Energy Park, 14 Vimercate MB IT 20871 ",IEEE+Nmap
A4:BE:61,"EutroVision System, Inc.",MA-L,,,"Rm 403,Building33,No.680 GuipingRd,Xuhui, Shanghai  CN 200233 ",IEEE+Nmap
E0:62:90,"Jinan Jovision Science & Technology Co., Ltd.",MA-L,,,"Room 407, Tower C, Cyber Port Building, Jinan Shandong CN 250013 ",IEEE+Nmap
A0:18:59,"Shenzhen Yidashi Electronics Co Ltd",MA-L,,,"Building A10, Fukang Industrial Zone Shenzhen  Guangdong  CN 518110 ",IEEE+Nmap
04:22:34,"Wireless Standard Extensions",MA-L,,,"1322 Crossman avenue Sunnyvale California US 94089",IEEE+Nmap
78:12:B8,"ORANTEK LIMITED",MA-L,,,"5/F, Building E, Dakan Tech Park, Dakan village, Xili Town, Nanshan District, Shenzhen, China Shenzhen Guangdong CN 518000 ",IEEE+Nmap
F0:B6:EB,"Poslab Technology Co., Ltd.",MA-L,,,"5F-1, No.490 Bannan Rd. Jhonghe City  TW 235 ",IEEE+Nmap
FC:CC:E4,"Ascon Ltd.",MA-L,,,"1-15-27 Minato-machi Fukuyama –shi Hiroshima-ken JP 721-0964",IEEE+Nmap
34:86:2A,"Heinz Lackmann GmbH & Co KG",MA-L,,,"Harkortstraße 15 Münster NRW DE 48163",IEEE+Nmap
84:21:41,"Shenzhen Ginwave Technologies Ltd.",MA-L,,,"4/F,R2-A,High-Tech Industrial Park Shenzhen Guangdong CN 518057 ",IEEE+Nmap
B4:ED:54,"Wohler Technologies",MA-L,,,"31055 Huntwood Avenue Hayward CA US 94544",IEEE+Nmap
54:42:49,"Sony Corporation",MA-L,,,"Gotenyama Tec 5-1-2 Tokyo Shinagawa-ku JP 141-0001",IEEE+Nmap
24:DB:AD,"ShopperTrak RCT Corporation",MA-L,,,"200 W. Monroe Street Chicago IL US 60606",IEEE+Nmap
CC:69:B0,"Global Traffic Technologies, LLC",MA-L,,,"7800 Third Street North St. Paul Minnesota US 55128",IEEE+Nmap
28:72:C5,"Smartmatic Corp",MA-L,,,"1001 Broken Sound Pkwy NW Suite D Boca Raton Florida US 33487",IEEE+Nmap
B8:A3:E0,"BenRui Technology Co.,Ltd",MA-L,,,"No.3A room A Unit Hongsong Building  ShenZhen GuangDong CN 518000",IEEE+Nmap
B8:F7:32,"Aryaka Networks Inc",MA-L,,,"691 S. Milpitas Blvd.,  Milpitas  CA US 95035 ",IEEE+Nmap
70:82:8E,"OleumTech Corporation",MA-L,,,"23 Hubble Irvine CA US 92618",IEEE+Nmap
50:2A:7E,"Smart electronic GmbH",MA-L,,,"Industrie Str. 29 St. Georgen  DE 78112",IEEE+Nmap
F0:26:4C,"Dr. Sigrist AG",MA-L,,,"Hofurlistrasse 1 Ennetbürgen  CH 6373",IEEE+Nmap
3C:1C:BE,"JADAK LLC",MA-L,,,"7279 William Barry Blvd North Syracuse NY US 13212",IEEE+Nmap
A8:99:5C,"aizo ag",MA-L,,,"Brandstrasse 33 Schlieren  CH 8952",IEEE+Nmap
F4:45:ED,"Portable Innovation Technology Ltd.",MA-L,,,"601-602, 6/F Park Building, Kowloon  HK  ",IEEE+Nmap
6C:32:DE,"Indieon Technologies Pvt. Ltd.",MA-L,,,"601, Alpha 2, Gigaspace IT Park Pune  Maharastra IN 411014 ",IEEE+Nmap
FC:CF:62,"IBM Corp",MA-L,,,"2051 Mission College Blvd  Santa Clara CA US 95054",IEEE+Nmap
